"","lat_bin","lon_bin","scientificName","year"
"1998",41.5,-88.5,"Vanessa cardui",2018
"1999",41.5,-88.5,"Vanessa virginiensis",2018
"2000",41.5,-87.5,"Ancyloxypha numitor",2018
"2001",41.5,-87.5,"Cercyonis pegala",2018
"2002",41.5,-87.5,"Danaus plexippus",2018
"2003",41.5,-87.5,"Epargyreus clarus",2018
"2004",41.5,-87.5,"Erynnis baptisiae",2018
"2005",41.5,-87.5,"Junonia coenia",2018
"2006",41.5,-87.5,"Limenitis archippus",2018
"2007",41.5,-87.5,"Limenitis arthemis astyanax",2018
"2008",41.5,-87.5,"Megisto cymela",2018
"2009",41.5,-87.5,"Nymphalis antiopa",2018
"2010",41.5,-87.5,"Papilio cresphontes",2018
"2011",41.5,-87.5,"Papilio glaucus",2018
"2012",41.5,-87.5,"Papilio polyxenes",2018
"2013",41.5,-87.5,"Papilio troilus",2018
"2014",41.5,-87.5,"Phyciodes tharos",2018
"2015",41.5,-87.5,"Pieris rapae",2018
"2016",41.5,-87.5,"Poanes hobomok",2018
"2017",41.5,-87.5,"Poanes zabulon",2018
"2018",41.5,-87.5,"Polites peckius",2018
"2019",41.5,-87.5,"Polygonia comma",2018
"2020",41.5,-87.5,"Polygonia interrogationis",2018
"2021",41.5,-87.5,"Satyrium calanus",2018
"2022",41.5,-87.5,"Satyrium titus",2018
"2023",41.5,-87.5,"Speyeria cybele",2018
"2024",41.5,-87.5,"Vanessa atalanta",2018
"2025",41.5,-87.5,"Vanessa cardui",2018
"2026",41.5,-87.5,"Vanessa virginiensis",2018
"2027",41.5,-85.5,"Ancyloxypha numitor",2018
"2028",41.5,-85.5,"Colias eurytheme",2018
"2029",41.5,-85.5,"Colias philodice",2018
"2030",41.5,-85.5,"Danaus plexippus",2018
"2031",41.5,-85.5,"Epargyreus clarus",2018
"2032",41.5,-85.5,"Limenitis archippus",2018
"2033",41.5,-85.5,"Limenitis arthemis astyanax",2018
"2034",41.5,-85.5,"Papilio cresphontes",2018
"2035",41.5,-85.5,"Papilio glaucus",2018
"2036",41.5,-85.5,"Papilio polyxenes",2018
"2037",41.5,-85.5,"Papilio troilus",2018
"2038",41.5,-85.5,"Phyciodes tharos",2018
"2039",41.5,-85.5,"Pieris rapae",2018
"2040",41.5,-85.5,"Poanes zabulon",2018
"2041",41.5,-85.5,"Polygonia interrogationis",2018
"2042",41.5,-85.5,"Vanessa atalanta",2018
"2043",41.5,-84.5,"Colias philodice",2018
"2044",41.5,-84.5,"Danaus plexippus",2018
"2045",41.5,-84.5,"Epargyreus clarus",2018
"2046",41.5,-84.5,"Limenitis archippus",2018
"2047",41.5,-84.5,"Limenitis arthemis astyanax",2018
"2048",41.5,-84.5,"Megisto cymela",2018
"2049",41.5,-84.5,"Papilio glaucus",2018
"2050",41.5,-84.5,"Phyciodes tharos",2018
"2051",41.5,-84.5,"Pieris rapae",2018
"2052",41.5,-84.5,"Poanes zabulon",2018
"2053",41.5,-84.5,"Polygonia comma",2018
"2054",41.5,-84.5,"Speyeria cybele",2018
